Gene,Gene name,tau,max_nTPM
ENSG00000065809,FAM107B,0.6778999382334774,161.9
ENSG00000100241,SBF1,0.6778221415607986,55.1
ENSG00000204564,C6orf136,0.6776623376623376,53.9
ENSG00000130725,UBE2M,0.6775846294602011,218.6
ENSG00000125691,RPL23,0.6775671173819324,4082.4
ENSG00000160972,PPP1R16A,0.6774504249291785,35.3
ENSG00000166226,CCT2,0.677434373452204,201.9
ENSG00000163617,CCDC191,0.6774100719424461,13.9
ENSG00000138092,CENPO,0.6773584905660377,10.6
ENSG00000181163,NPM1,0.6773140972794726,1213.0
ENSG00000257529,RPL36A-HNRNPH2,0.6772736285525444,605.2
ENSG00000256525,POLG2,0.6772727272727272,11.0
ENSG00000002834,LASP1,0.6772687224669605,158.9
ENSG00000174652,ZNF266,0.677125748502994,50.1
ENSG00000177045,SIX5,0.6770833333333333,38.4
ENSG00000258366,RTEL1,0.67703125,12.8
ENSG00000140474,ULK3,0.6769774919614148,31.1
ENSG00000183718,TRIM52,0.6769585253456222,21.7
ENSG00000100578,KIAA0586,0.6768553459119498,15.9
ENSG00000178971,CTC1,0.6767977528089888,35.6
ENSG00000172830,SSH3,0.676768149882904,42.7
ENSG00000100425,BRD1,0.6767391304347826,27.6
ENSG00000136754,ABI1,0.6767108167770419,90.6
ENSG00000112983,BRD8,0.6766537966537967,77.7
ENSG00000248333,CDK11B,0.6766414141414141,79.2
ENSG00000095951,HIVEP1,0.6765822784810127,15.8
ENSG00000106263,EIF3B,0.6765686944634314,146.3
ENSG00000164941,INTS8,0.6765614035087721,28.5
ENSG00000103769,RAB11A,0.6765136393878909,450.9
ENSG00000155368,DBI,0.6764949771689497,1095.0
ENSG00000153317,ASAP1,0.6764653243847876,44.7
ENSG00000148400,NOTCH1,0.6764021164021164,18.9
ENSG00000141736,ERBB2,0.6763987792472025,98.3
ENSG00000197077,KIAA1671,0.67633423180593,37.1
ENSG00000115020,PIKFYVE,0.6763235294117647,27.2
ENSG00000127554,GFER,0.676312625250501,49.9
ENSG00000164040,PGRMC2,0.6761822660098522,162.4
ENSG00000162804,SNED1,0.6761403508771928,28.5
ENSG00000116062,MSH6,0.6761348314606742,44.5
ENSG00000143344,RGL1,0.6761214953271028,42.8
ENSG00000188529,SRSF10,0.6760958296362023,112.7
ENSG00000107362,ABHD17B,0.6760389610389609,30.8
ENSG00000146376,ARHGAP18,0.6760113960113958,35.1
ENSG00000108829,LRRC59,0.6759999999999999,115.5
ENSG00000138744,NAAA,0.6759939759036144,66.4
ENSG00000174175,SELP,0.6759701492537314,13.4
ENSG00000117543,DPH5,0.6758769230769229,32.5
ENSG00000144589,STK11IP,0.6758415841584159,30.3
ENSG00000100413,POLR3H,0.675791962174941,42.3
ENSG00000030110,BAK1,0.6757918552036198,44.2
ENSG00000158792,SPATA2L,0.6757232704402516,15.9
ENSG00000182899,RPL35A,0.6756523256828693,2291.8
ENSG00000106392,C1GALT1,0.6756279069767444,43.0
ENSG00000188785,ZNF548,0.6756275303643726,24.7
ENSG00000144591,GMPPA,0.6755762081784387,53.8
ENSG00000125534,PPDPF,0.6755548686244204,647.0
ENSG00000169032,MAP2K1,0.6754652686762779,76.3
ENSG00000170035,UBE2E3,0.6754080389768573,164.2
ENSG00000169926,KLF13,0.6753846153846154,58.5
ENSG00000214063,TSPAN4,0.6753782894736841,121.6
ENSG00000075975,MKRN2,0.6752789699570816,46.6
ENSG00000175395,ZNF25,0.6751937984496125,25.8
ENSG00000176087,SLC35A4,0.6751863857374392,123.4
ENSG00000076716,GPC4,0.675164835164835,27.3
ENSG00000025293,PHF20,0.6751633986928103,30.6
ENSG00000084234,APLP2,0.6751501316944689,569.5
ENSG00000285723,MKKS,0.6750642673521849,77.8
ENSG00000146707,POMZP3,0.6750545454545454,27.5
ENSG00000153827,TRIP12,0.6750193050193051,103.6
ENSG00000161618,ALDH16A1,0.675018315018315,27.3
ENSG00000118217,ATF6,0.6749538461538462,32.5
ENSG00000144451,SPAG16,0.6749378881987579,64.4
ENSG00000168899,VAMP5,0.6749239077074128,203.7
ENSG00000170855,TRIAP1,0.6749032258064517,62.0
ENSG00000173218,VANGL1,0.6748672566371683,11.3
ENSG00000155366,RHOC,0.6748435171385991,603.9
ENSG00000175287,PHYHD1,0.6748275862068965,81.2
ENSG00000130734,ATG4D,0.6748169014084507,35.5
ENSG00000011143,MKS1,0.6748091603053434,13.1
ENSG00000162959,MEMO1,0.6747332185886404,58.1
ENSG00000087274,ADD1,0.6746958250497017,251.5
ENSG00000160746,ANO10,0.6746782608695652,57.5
ENSG00000198722,UNC13B,0.6746736292428197,38.3
ENSG00000109762,SNX25,0.6746715328467154,27.4
ENSG00000107819,SFXN3,0.6746695095948827,46.9
ENSG00000135390,ATP5MC2,0.674640753828033,1358.4
ENSG00000079432,CIC,0.6746285714285715,105.0
ENSG00000120925,RNF170,0.6746060606060607,33.0
ENSG00000116044,NFE2L2,0.6746041308089501,232.4
ENSG00000163002,NUP35,0.6746017699115044,22.6
ENSG00000127481,UBR4,0.6745987261146498,157.0
ENSG00000112118,MCM3,0.6745960264900661,75.5
ENSG00000197894,ADH5,0.6745919208573784,242.6
ENSG00000196642,RABL6,0.6745856353591161,144.8
ENSG00000143952,VPS54,0.6745244956772335,34.7
ENSG00000114374,USP9Y,0.6745205479452054,14.6
ENSG00000168016,TRANK1,0.6745177664974621,19.7
ENSG00000166225,FRS2,0.6745098039215685,25.5
ENSG00000136240,KDELR2,0.6744573823940381,214.7
ENSG00000198853,RUSC2,0.6743626570915621,55.7
ENSG00000119041,GTF3C3,0.674295532646048,29.1
ENSG00000111731,C2CD5,0.6742692307692307,52.0
ENSG00000095002,MSH2,0.6742592592592592,32.4
ENSG00000065613,SLK,0.6742264150943396,53.0
ENSG00000169084,DHRSX,0.674206896551724,29.0
ENSG00000008382,MPND,0.6741592920353981,45.2
ENSG00000215041,NEURL4,0.6740776699029126,20.6
ENSG00000163719,MTMR14,0.6740754716981132,53.0
ENSG00000180626,ZNF594,0.674074074074074,10.8
ENSG00000085449,WDFY1,0.6739737991266375,45.8
ENSG00000242372,EIF6,0.6739431685480731,256.9
ENSG00000198837,DENND4B,0.673913043478261,46.0
ENSG00000155008,APOOL,0.6738922155688623,16.7
ENSG00000163930,BAP1,0.6738836265223276,147.8
ENSG00000185291,IL3RA,0.6738805970149254,26.8
ENSG00000173193,PARP14,0.6737984496124031,25.8
ENSG00000288602,C8orf44-SGK3,0.6737614678899082,10.9
ENSG00000160179,ABCG1,0.6737464788732395,35.5
ENSG00000112658,SRF,0.6737451737451736,77.7
ENSG00000163848,ZNF148,0.6737410071942446,27.8
ENSG00000119723,COQ6,0.6737027707808565,39.7
ENSG00000235106,BRD3OS,0.6736994219653178,34.6
ENSG00000185658,BRWD1,0.6736801541425819,51.9
ENSG00000171843,MLLT3,0.6736723163841808,35.4
ENSG00000011405,PIK3C2A,0.6736612021857923,36.6
ENSG00000140941,MAP1LC3B,0.6736417157275021,237.8
ENSG00000178718,RPP25,0.673611111111111,21.6
ENSG00000167325,RRM1,0.673598484848485,52.8
ENSG00000176209,SMIM19,0.6735787000783086,127.7
ENSG00000224877,NDUFAF8,0.6735377069282648,163.1
ENSG00000005339,CREBBP,0.6735070140280561,49.9
ENSG00000119333,DYNC2I2,0.673463268365817,66.7
ENSG00000111325,OGFOD2,0.6734057971014493,27.6
ENSG00000168246,UBTD2,0.6733870967741936,37.2
ENSG00000079785,DDX1,0.6733423362592843,148.1
ENSG00000197021,EOLA2,0.6731914893617023,79.9
ENSG00000182810,DDX28,0.6730817610062894,15.9
ENSG00000065548,ZC3H15,0.6730756578947366,121.6
ENSG00000164494,PDSS2,0.6730434782608694,25.3
ENSG00000196586,MYO6,0.672901878914405,47.9
ENSG00000127946,HIP1,0.672871972318339,28.9
ENSG00000167797,CDK2AP2,0.6728521939953809,173.2
ENSG00000157045,NTAN1,0.6728133704735374,35.9
ENSG00000172380,GNG12,0.6727177700348431,114.8
ENSG00000181610,MRPS23,0.672540675844806,79.9
ENSG00000130772,MED18,0.6725170068027211,14.7
ENSG00000149428,HYOU1,0.6724737344794651,104.7
ENSG00000170876,TMEM43,0.6723970944309927,123.9
ENSG00000239789,MRPS17,0.672360248447205,32.2
ENSG00000104529,EEF1D,0.6722839443485327,984.7
ENSG00000125266,EFNB2,0.6722758620689655,14.5
ENSG00000171621,SPSB1,0.6722410546139359,53.1
ENSG00000166024,R3HCC1L,0.6722259136212625,30.1
ENSG00000015676,NUDCD3,0.6721904761904761,10.5
ENSG00000181827,RFX7,0.6721495327102803,10.7
ENSG00000157540,DYRK1A,0.6721248142644874,67.3
ENSG00000164116,GUCY1A1,0.6720886075949366,31.6
ENSG00000095066,HOOK2,0.6720876585928488,86.7
ENSG00000078747,ITCH,0.672084432717678,37.9
ENSG00000104205,SGK3,0.6719548872180451,26.6
ENSG00000076984,MAP2K7,0.6719277108433733,49.8
ENSG00000166848,TERF2IP,0.671927542963307,215.3
ENSG00000091527,CDV3,0.6719078341013826,217.0
ENSG00000077238,IL4R,0.671891418563923,114.2
ENSG00000048392,RRM2B,0.6718676122931442,42.3
ENSG00000205352,PRR13,0.6718162544169611,424.5
ENSG00000170456,DENND5B,0.6717647058823529,17.0
ENSG00000113328,CCNG1,0.6717493472584857,153.2
ENSG00000164050,PLXNB1,0.671734693877551,39.2
ENSG00000163138,PACRGL,0.6716793893129771,26.2
ENSG00000250506,CDK3,0.6716666666666665,33.6
ENSG00000175216,CKAP5,0.6716287878787878,52.8
ENSG00000123737,EXOSC9,0.671576354679803,40.6
ENSG00000196507,TCEAL3,0.671568075117371,213.0
ENSG00000166503,HDGFL3,0.671566265060241,16.6
ENSG00000037241,RPL26L1,0.671514450867052,86.5
ENSG00000165572,KBTBD6,0.6715107913669064,13.9
ENSG00000177303,CASKIN2,0.6714427860696517,40.2
ENSG00000188171,ZNF626,0.6714285714285714,21.0
ENSG00000214941,ZSWIM7,0.6714012738853503,31.4
ENSG00000095380,NANS,0.6713285600636435,125.7
ENSG00000197620,EOLA1,0.6712347826086957,57.5
ENSG00000157869,RAB28,0.6710721247563353,51.3
ENSG00000129158,SERGEF,0.6710413223140496,60.5
ENSG00000102900,NUP93,0.6709054325955734,49.7
ENSG00000146592,CREB5,0.6708411214953272,10.7
ENSG00000063177,RPL18,0.6708265515141448,3612.6
ENSG00000196378,ZNF34,0.6708247422680411,19.4
ENSG00000104177,MYEF2,0.6707491856677524,30.7
ENSG00000205542,TMSB4X,0.6707389878476703,10458.9
ENSG00000141391,PRELID3A,0.6706832298136647,16.1
ENSG00000077063,CTTNBP2,0.6706349206349206,12.6
ENSG00000142784,WDTC1,0.6705685618729098,59.8
ENSG00000105426,PTPRS,0.6705447470817121,51.4
ENSG00000103196,CRISPLD2,0.6705208333333335,115.2
ENSG00000111752,PHC1,0.6704983388704318,60.2
ENSG00000128039,SRD5A3,0.6704761904761903,21.0
ENSG00000047249,ATP6V1H,0.6704357798165137,87.2
ENSG00000139174,PRICKLE1,0.6703597122302157,13.9
ENSG00000139437,TCHP,0.6703474903474903,25.9
ENSG00000164074,ABHD18,0.6703174603174605,12.6
ENSG00000117020,AKT3,0.6702608695652174,34.5
ENSG00000130653,PNPLA7,0.6702304147465438,21.7
ENSG00000070423,RNF126,0.6702100161550888,61.9
ENSG00000166710,B2M,0.6702079386403041,8709.3
ENSG00000258890,CEP95,0.6701745635910225,40.1
ENSG00000163166,IWS1,0.670151724137931,72.5
ENSG00000109572,CLCN3,0.6701208459214502,66.2
ENSG00000112146,FBXO9,0.670089358245329,123.1
ENSG00000089157,RPLP0,0.6700608018666846,4457.1
ENSG00000119943,PYROXD2,0.6700414937759335,24.1
ENSG00000106635,BCL7B,0.6700413223140497,96.8
ENSG00000151065,DCP1B,0.6699610894941634,25.7
ENSG00000150764,DIXDC1,0.6699526066350711,42.2
ENSG00000196214,ZNF766,0.66990990990991,22.2
ENSG00000155363,MOV10,0.6698601398601398,28.6
ENSG00000095906,NUBP2,0.6698239436619718,56.8
ENSG00000161791,FMNL3,0.669811320754717,26.5
ENSG00000097007,ABL1,0.669795918367347,93.1
ENSG00000008405,CRY1,0.6697421203438395,34.9
ENSG00000161526,SAP30BP,0.6696928327645051,58.6
ENSG00000178974,FBXO34,0.6696882494004798,41.7
ENSG00000150457,LATS2,0.6696638655462185,23.8
ENSG00000149115,TNKS1BP1,0.6696231155778896,79.6
ENSG00000143321,HDGF,0.669611111111111,288.0
ENSG00000152454,ZNF256,0.6696078431372547,10.2
ENSG00000126261,UBA2,0.6695487627365356,137.4
ENSG00000119950,MXI1,0.6694721407624634,136.4
ENSG00000138036,DYNC2LI1,0.6694551282051282,62.4
ENSG00000110090,CPT1A,0.6694345238095238,67.2
ENSG00000138688,BLTP1,0.6694280762564992,57.7
ENSG00000137040,RANBP6,0.6693515358361775,29.3
ENSG00000198898,CAPZA2,0.6692573402417962,57.9
ENSG00000196743,GM2A,0.6692026143790849,76.5
ENSG00000119318,RAD23B,0.6691974877878576,143.3
ENSG00000055130,CUL1,0.6690438695163102,88.9
ENSG00000159346,ADIPOR1,0.6690004923682915,203.1
ENSG00000116521,SCAMP3,0.6689800995024876,80.4
ENSG00000111897,SERINC1,0.668925326833592,451.3
ENSG00000136938,ANP32B,0.6689243466299861,363.5
ENSG00000117691,NENF,0.6688117359413204,204.5
ENSG00000107872,FBXL15,0.6688107202680067,59.7
ENSG00000162368,CMPK1,0.6687677725118482,211.0
ENSG00000138640,FAM13A,0.6687157894736842,47.5
ENSG00000181045,SLC26A11,0.6687123287671233,36.5
ENSG00000198242,RPL23A,0.6687060103656617,3492.3
ENSG00000183765,CHEK2,0.6686666666666667,15.0
ENSG00000113971,NPHP3,0.6686274509803921,20.4
ENSG00000105063,PPP6R1,0.6686028602860287,90.9
ENSG00000185163,DDX51,0.6685567010309278,19.4
ENSG00000132600,PRMT7,0.6685496183206107,13.1
ENSG00000146872,TLK2,0.6685308056872039,42.2
ENSG00000137842,TMEM62,0.6684651162790699,21.5
ENSG00000177426,TGIF1,0.668462757527734,126.2
ENSG00000112514,CUTA,0.6684275534441805,421.0
ENSG00000158985,CDC42SE2,0.6684210526315789,76.0
ENSG00000101558,VAPA,0.6683533260632497,91.7
ENSG00000148572,NRBF2,0.6683412322274882,42.2
ENSG00000102401,ARMCX3,0.6683299798792756,99.4
ENSG00000072134,EPN2,0.6682857142857144,63.0
ENSG00000107929,LARP4B,0.6682228116710875,37.7
ENSG00000141012,GALNS,0.668203125,25.6
ENSG00000125826,RBCK1,0.6681959378733572,83.7
ENSG00000173653,RCE1,0.6681269841269841,31.5
ENSG00000101160,CTSZ,0.668113676731794,281.5
ENSG00000145214,DGKQ,0.6680784313725491,25.5
ENSG00000134030,CTIF,0.6680373831775701,42.8
ENSG00000182325,FBXL6,0.66803738317757,10.7
ENSG00000215845,TSTD1,0.6679466989703212,165.1
ENSG00000196470,SIAH1,0.6679405520169852,47.1
ENSG00000134825,TMEM258,0.6679176755447942,330.4
ENSG00000120647,CCDC77,0.667863247863248,11.7
ENSG00000196227,FAM217B,0.6678125,19.2
ENSG00000163637,PRICKLE2,0.6677948717948716,19.5
ENSG00000166439,RNF169,0.6677941176470589,13.6
ENSG00000100359,SGSM3,0.667768115942029,103.5
ENSG00000054118,THRAP3,0.6677309417040358,111.5
ENSG00000116584,ARHGEF2,0.6677172874880611,104.7
ENSG00000170776,AKAP13,0.6677128953771291,82.2
ENSG00000090372,STRN4,0.6675761266747868,82.1
ENSG00000182518,FAM104B,0.6675480769230768,41.6
ENSG00000162607,USP1,0.6674900398406375,50.2
ENSG00000064102,INTS13,0.6674850299401198,33.4
ENSG00000152465,NMT2,0.6674603174603173,25.2
ENSG00000143252,SDHC,0.667421299397187,298.6
ENSG00000109220,CHIC2,0.6673846153846155,39.0
ENSG00000049759,NEDD4L,0.6673188405797101,55.2
ENSG00000092098,RNF31,0.6673086419753086,40.5
ENSG00000131876,SNRPA1,0.6673070866141732,63.5
ENSG00000162191,UBXN1,0.667286081527727,272.3
ENSG00000102572,STK24,0.6672772277227722,161.6
ENSG00000184719,RNLS,0.6672727272727274,15.4
ENSG00000130312,MRPL34,0.6670443814919735,211.8
ENSG00000137500,CCDC90B,0.6670212765957447,37.6
ENSG00000101444,AHCY,0.6669648924122309,176.6
ENSG00000141503,MINK1,0.666934404283802,74.7
ENSG00000100796,PPP4R3A,0.6668220338983051,47.2
ENSG00000104976,SNAPC2,0.6668093385214009,51.4
ENSG00000125457,MIF4GD,0.6667883211678831,54.8
ENSG00000161016,RPL8,0.6667722488038278,2090.0
ENSG00000100028,SNRPD3,0.6666597724922441,96.7
ENSG00000162441,LZIC,0.666656,62.5
ENSG00000182712,CMC4,0.6666531440162271,49.3
ENSG00000105325,FZR1,0.6666260162601625,49.2
ENSG00000148498,PARD3,0.6665966386554623,47.6
ENSG00000105483,CARD8,0.6665753424657533,36.5
ENSG00000033011,ALG1,0.6665198237885461,22.7
ENSG00000143850,PLEKHA6,0.6665066666666668,37.5
ENSG00000266338,NBPF15,0.6664942528735632,34.8
ENSG00000132661,NXT1,0.666485260770975,44.1
ENSG00000197448,GSTK1,0.6664825649426632,427.3
ENSG00000143156,NME7,0.6664615384615383,26.0
ENSG00000198841,KTI12,0.6664556962025316,15.8
ENSG00000177144,NUDT4B,0.6664406779661016,11.8
ENSG00000110801,PSMD9,0.6664367816091954,17.4
ENSG00000134291,TMEM106C,0.6664281382656155,164.9
ENSG00000125818,PSMF1,0.6664232365145228,120.5
ENSG00000111077,TNS2,0.6664171122994653,149.6
ENSG00000186468,RPS23,0.6663717332422341,4098.1
ENSG00000063046,EIF4B,0.6663563465675729,511.3
ENSG00000165233,CARD19,0.6663348416289593,22.1
ENSG00000100418,DESI1,0.6662857142857141,45.5
ENSG00000120688,WBP4,0.66625,38.4
ENSG00000177189,RPS6KA3,0.666236559139785,55.8
ENSG00000119718,EIF2B2,0.6661682242990655,10.7
ENSG00000026103,FAS,0.6661635220125787,15.9
ENSG00000165689,ENTR1,0.6661333333333335,45.0
ENSG00000162869,PPP1R21,0.6660952380952381,31.5
ENSG00000166046,TCP11L2,0.6660350877192982,28.5
ENSG00000122376,SHLD2,0.6660344827586206,34.8
ENSG00000132507,EIF5A,0.6660328638497652,596.4
ENSG00000116903,EXOC8,0.6659119496855347,15.9
ENSG00000167302,TEPSIN,0.6657926829268292,32.8
ENSG00000116260,QSOX1,0.6657506361323154,235.8
ENSG00000182923,CEP63,0.6657303370786516,35.6
ENSG00000103160,HSDL1,0.6656603773584905,31.8
ENSG00000122034,GTF3A,0.665617529880478,150.6
ENSG00000114698,PLSCR4,0.6656024096385542,66.4
ENSG00000198818,SFT2D1,0.6655760773966578,113.7
ENSG00000147894,C9orf72,0.6655688622754491,33.4
ENSG00000140750,ARHGAP17,0.6655045871559634,65.4
ENSG00000102878,HSF4,0.6654961832061068,39.3
ENSG00000265808,SEC22B,0.6654644808743169,54.9
ENSG00000198816,ZNF358,0.6654346504559271,164.5
ENSG00000060069,CTDP1,0.6654166666666664,24.0
ENSG00000152382,TADA1,0.6652799999999999,25.0
ENSG00000066084,DIP2B,0.6652329749103942,27.9
ENSG00000164062,APEH,0.6652209660842755,97.3
ENSG00000163932,PRKCD,0.6651914893617021,70.5
ENSG00000278259,MYO19,0.6651882845188284,23.9
ENSG00000155111,CDK19,0.6651587301587302,25.2
ENSG00000010818,HIVEP2,0.6651301115241637,26.9
ENSG00000213465,ARL2,0.6651205029689138,286.3
ENSG00000205808,PLPP6,0.6651136363636364,17.6
ENSG00000085491,SLC25A24,0.6650331125827814,15.1
ENSG00000132471,WBP2,0.6650230414746544,390.6
ENSG00000123684,LPGAT1,0.66498687664042,38.1
ENSG00000227500,SCAMP4,0.6649579831932774,71.4
ENSG00000144152,FBLN7,0.6649572649572648,11.7
ENSG00000145555,MYO10,0.6649343832020997,38.1
ENSG00000131116,ZNF428,0.664922547332186,116.2
ENSG00000167106,FAM102A,0.6649196787148594,99.6
ENSG00000123064,DDX54,0.6649101796407186,50.1
ENSG00000116525,TRIM62,0.6648739495798318,11.9
ENSG00000264343,NOTCH2NLA,0.664825396825397,31.5
ENSG00000168917,SLC35G2,0.6647872340425534,18.8
ENSG00000131127,ZNF141,0.6646969696969696,13.2
ENSG00000119403,PHF19,0.6646494464944649,54.2
ENSG00000164342,TLR3,0.6646280991735536,12.1
ENSG00000182179,UBA7,0.6646178343949045,62.8
ENSG00000124688,MAD2L1BP,0.6645940594059405,50.5
ENSG00000089248,ERP29,0.6645750097924011,255.3
ENSG00000120963,ZNF706,0.6645394481150407,257.3
ENSG00000198836,OPA1,0.6644711538461539,41.6
ENSG00000156973,PDE6D,0.66446511627907,64.5
ENSG00000178381,ZFAND2A,0.6642051282051282,78.0
ENSG00000164985,PSIP1,0.6641841004184101,143.4
ENSG00000137337,MDC1,0.6641134751773049,28.2
ENSG00000104626,ERI1,0.6640983606557376,12.2
ENSG00000011243,AKAP8L,0.6640909090909091,52.8
ENSG00000116489,CAPZA1,0.6640273037542663,175.8
ENSG00000100997,ABHD12,0.6640255591054313,125.2
ENSG00000010704,HFE,0.664,14.5
ENSG00000184863,RBM33,0.6639249146757679,58.6
ENSG00000180398,MCFD2,0.6638930774503083,145.9
ENSG00000181220,ZNF746,0.663864734299517,20.7
ENSG00000214253,FIS1,0.6637374445223078,428.1
ENSG00000136986,DERL1,0.6637308868501529,98.1
ENSG00000163565,IFI16,0.6636252856054837,131.3
ENSG00000122417,ODF2L,0.6636144578313253,24.9
ENSG00000157500,APPL1,0.6635835351089588,41.3
ENSG00000120256,LRP11,0.6635820895522389,40.2
ENSG00000062598,ELMO2,0.6635526315789474,76.0
ENSG00000102804,TSC22D1,0.6635147928994083,338.0
ENSG00000112759,SLC29A1,0.6635033259423504,135.3
ENSG00000107581,EIF3A,0.6634813925570228,166.6
ENSG00000163635,ATXN7,0.6634782608695652,23.0
ENSG00000172687,ZNF738,0.6634108527131783,12.9
ENSG00000166295,ANAPC16,0.6632867132867133,57.2
ENSG00000115875,SRSF7,0.6632428115015974,125.2
ENSG00000130304,SLC27A1,0.6631767337807607,44.7
ENSG00000145050,MANF,0.6631480324797002,160.1
ENSG00000163584,RPL22L1,0.6630646992054483,88.1
ENSG00000105193,RPS16,0.6630598821150945,3511.9
ENSG00000163682,RPL9,0.6630529760796106,3758.3
ENSG00000107815,TWNK,0.6630508474576271,11.8
ENSG00000067141,NEO1,0.6630174081237912,51.7
ENSG00000138777,PPA2,0.6629878048780488,32.8
ENSG00000172493,AFF1,0.6629830508474577,59.0
ENSG00000082458,DLG3,0.662923976608187,34.2
ENSG00000149582,TMEM25,0.6629149797570849,49.4
ENSG00000086232,EIF2AK1,0.6629029029029029,99.9
ENSG00000101928,MOSPD1,0.6628458498023717,25.3
ENSG00000134590,RTL8C,0.6628303655107779,426.8
ENSG00000212747,RTL8B,0.6628187919463087,29.8
ENSG00000100376,FAM118A,0.6627707006369427,62.8
ENSG00000159256,MORC3,0.6626993865030676,32.6
ENSG00000167130,DOLPP1,0.662591093117409,24.7
ENSG00000154814,OXNAD1,0.6624852071005917,16.9
ENSG00000138031,ADCY3,0.6624666666666665,90.0
ENSG00000108389,MTMR4,0.6624181360201511,39.7
ENSG00000197694,SPTAN1,0.662188679245283,132.5
ENSG00000129255,MPDU1,0.6621814671814671,103.6
ENSG00000170759,KIF5B,0.6621736334405144,155.5
ENSG00000158163,DZIP1L,0.6621359223300972,10.3
ENSG00000161204,ABCF3,0.6619495798319328,59.5
ENSG00000119632,IFI27L2,0.6619307832422586,219.6
ENSG00000103351,CLUAP1,0.6619302949061663,37.3
ENSG00000079950,STX7,0.6618793828892006,71.3
ENSG00000175756,AURKAIP1,0.6618249075215782,324.4
ENSG00000117411,B4GALT2,0.6617522658610271,66.2
ENSG00000169744,LDB2,0.6617320261437908,61.2
ENSG00000181929,PRKAG1,0.6616972878390202,114.3
ENSG00000118518,RNF146,0.6615822784810128,94.8
ENSG00000104660,LEPROTL1,0.6615427769985974,71.3
ENSG00000162613,FUBP1,0.6615347137637028,82.1
ENSG00000137486,ARRB1,0.66148,50.0
ENSG00000284194,SCO2,0.661453744493392,45.4
ENSG00000186567,CEACAM19,0.6613740458015268,13.1
ENSG00000160285,LSS,0.6613143872113677,56.3
ENSG00000107020,PLGRKT,0.6612021857923497,54.9
ENSG00000079482,OPHN1,0.6611666666666666,12.0
ENSG00000135966,TGFBRAP1,0.661121495327103,21.4
ENSG00000158526,TSR2,0.6610372771474878,61.7
ENSG00000084463,WBP11,0.6610305958132046,62.1
ENSG00000074219,TEAD2,0.6609633911368015,51.9
ENSG00000171163,ZNF692,0.6609393346379647,51.1
ENSG00000144199,FAHD2B,0.6609132420091325,43.8
ENSG00000101940,WDR13,0.6608442982456141,182.4
ENSG00000130348,QRSL1,0.6608040201005023,19.9
ENSG00000175309,PHYKPL,0.660771208226221,38.9
ENSG00000135070,ISCA1,0.6606490872210952,98.6
ENSG00000100490,CDKL1,0.6606417112299465,18.7
ENSG00000124571,XPO5,0.6606306306306307,22.2
ENSG00000023287,RB1CC1,0.6606085192697768,49.3
ENSG00000163322,ABRAXAS1,0.6605882352941177,10.2
ENSG00000219545,UMAD1,0.6605095541401274,31.4
ENSG00000129128,SPCS3,0.6604710920770878,93.4
ENSG00000277972,CISD3,0.6604484304932734,22.3
ENSG00000172650,AGAP5,0.6604195804195804,14.3
ENSG00000178074,C2orf69,0.6603827751196172,20.9
ENSG00000138107,ACTR1A,0.660360576923077,166.4
ENSG00000188315,C3orf62,0.6603571428571428,16.8
ENSG00000198034,RPS4X,0.660332261521972,2239.2
ENSG00000149218,ENDOD1,0.660267558528428,59.8
ENSG00000126814,TRMT5,0.660248447204969,16.1
ENSG00000153879,CEBPG,0.6602252252252252,44.4
ENSG00000187257,RSBN1L,0.6601433691756271,27.9
ENSG00000149480,MTA2,0.660089928057554,111.2
ENSG00000120008,WDR11,0.6600550964187327,36.3
ENSG00000171490,RSL1D1,0.6600432432432431,92.5
ENSG00000115504,EHBP1,0.6600397614314116,50.3
ENSG00000166886,NAB2,0.6600344234079172,58.1
ENSG00000265681,RPL17,0.6598206166303332,4816.5
ENSG00000104889,RNASEH2A,0.6596911196911195,25.9
ENSG00000139218,SCAF11,0.6596445497630333,84.4
ENSG00000118922,KLF12,0.659622641509434,10.6
ENSG00000120318,ARAP3,0.6595862068965518,14.5
ENSG00000173548,SNX33,0.6595652173913042,41.4
ENSG00000021762,OSBPL5,0.659492957746479,35.5
ENSG00000086589,RBM22,0.6593760262725781,60.9
ENSG00000099797,TECR,0.6593639977285634,352.2
ENSG00000137161,CNPY3,0.6593308550185872,134.5
ENSG00000108510,MED13,0.6593167701863354,32.2
ENSG00000277258,PCGF2,0.6593117408906882,49.4
ENSG00000133056,PIK3C2B,0.6592473118279569,18.6
ENSG00000166938,DIS3L,0.6592424242424242,26.4
ENSG00000169398,PTK2,0.6592342752962626,109.7
ENSG00000215012,RTL10,0.6592063492063492,12.6
ENSG00000105327,BBC3,0.659009900990099,10.1
ENSG00000126457,PRMT1,0.6589969203695557,227.3
ENSG00000111880,RNGTT,0.658888888888889,16.2
ENSG00000139192,TAPBPL,0.6588888888888889,32.4
ENSG00000203965,EFCAB7,0.6588235294117648,13.6
ENSG00000108953,YWHAE,0.6588177791354819,654.7
ENSG00000138758,SEPTIN11,0.6588161209068011,79.4
ENSG00000165118,C9orf64,0.6587772925764193,22.9
ENSG00000131269,ABCB7,0.6587671232876713,29.2
ENSG00000205572,SERF1B,0.6587453874538746,27.1
ENSG00000173545,ZNF622,0.6587265917602997,53.4
ENSG00000143553,SNAPIN,0.6587164527421236,85.7
ENSG00000117298,ECE1,0.6586688851913478,120.2
